apt_group,indicator_type,indicator
27,ipv4,103.79.77.200:443
27,ipv4,104.168.211.246:443
27,ipv4,104.168.236.46:443
27,ipv4,115.214.104.26:81
27,ipv4,139.180.216.65:443
27,ipv4,154.93.7.99:8090
27,ipv4,185.12.45.134:443
27,ipv4,27.124.26.136:1943
27,ipv4,27.124.26.136:59486
27,ipv4,35.187.148.253:443
27,ipv4,35.220.135.85:443
27,ipv4,38.54.119.239:443
27,ipv4,45.142.214.193:443
27,ipv4,45.32.33.17:443
27,ipv4,45.77.250.141:443
27,ipv4,47.75.49.32:443
27,ipv4,80.92.206.158:443
27,ipv4,85.204.74.143:443
27,ipv4,87.98.190.184:443
27,ipv4,89.35.178.105:443
27,url,http://103.253.25.73
27,url,http://103.75.190.28
27,url,http://104.168.211.246
27,url,http://104.168.236.46
27,url,http://139.180.208.225/ajax
27,url,http://139.180.216.65
27,url,http://192.167.4.10
27,url,http://213.109.87.58
27,url,http://23.224.61.12
27,url,http://38.54.119.239
27,url,http://43.242.75.228
27,url,http://45.142.214.193
27,url,http://45.32.33.17
27,url,http://45.77.250.141
27,url,http://80.92.206.158
30,domain,appsecnic.com
30,domain,aseanm.com
30,domain,autoapec.com
30,domain,bigfixtools.com
30,domain,bluesixnine.com
30,domain,cbkjdxf.com
30,domain,creammemory.com
30,domain,gordeneyes.com
30,domain,iapfreecenter.com
30,domain,kabadefender.com
30,domain,km-nyc.com
30,domain,km153.com
30,domain,lisword.com
30,domain,newpresses.com
30,domain,techmicrost.com
30,file_path,/clntcmd.php
30,file_path,/clntsignin.php
30,ipv4,103.233.10.152:3306
30,ipv4,103.233.10.152:4433
30,ipv4,103.233.10.152:8080
30,ipv4,172.247.197.189:443
30,url,http://103.233.10.152
33,domain,admindirector.com
33,domain,akadnsplugin.com
33,domain,alsalam.ddns.net
33,domain,aramcojobs.ddns.net
33,domain,availsqaapi.premieredigital.net
33,domain,azure-dnszones.com
33,domain,backupaccount.net
33,domain,backupnet.ddns.net
33,domain,becomestateman.com
33,domain,bistbotsproxies.ddns.net
33,domain,boeing.servehttp.com
33,domain,businessscards.com
33,domain,cardchsk.com
33,domain,cardkuys.com
33,domain,ceoadminoffice.com
33,domain,chromup.com
33,domain,customermgmt.net
33,domain,dailystudy.org
33,domain,digitalcodecrafters.com
33,domain,diplomatsign.com
33,domain,dyn-corp.ddns.net
33,domain,dyncorp.ddns.net
33,domain,eventmonitoring.org
33,domain,fucksaudi.ddns.net
33,domain,gefurrinn.com
33,domain,global-careers.org
33,domain,googlechromehost.ddns.net
33,domain,googlmail.net
33,domain,groupchiefexecutive.com
33,domain,hellocookies.ddns.net
33,domain,hyperservice.ddns.net
33,domain,imap-outlook.com
33,domain,inboxsync.org
33,domain,lovememories.org
33,domain,mailsarchive.com
33,domain,managehelpdesk.com
33,domain,managementdirector.com
33,domain,microsoftupdated.com
33,domain,microsoftupdated.net
33,domain,moreonlineshopping.com
33,domain,mynetwork.cf
33,domain,mynetwork.ddns.net
33,domain,mynetwork2.ddns.net
33,domain,mypsh.ddns.net
33,domain,mywinnetwork.ddns.net
33,domain,n3tc4t.hopto.com
33,domain,newhost.hopto.org
33,domain,ngaaksa.ddns.net
33,domain,ngaaksa.ga
33,domain,ngaaksa.sytes.net
33,domain,njrat12.ddns.net
33,domain,ocsp-support.com
33,domain,officemngt.com
33,domain,osupd.com
33,domain,phpencryptssl.com
33,domain,powersafety.org
33,domain,qualitweb.com
33,domain,relaxingsports.com
33,domain,remote-server.ddns.net
33,domain,remserver.ddns.net
33,domain,sabic-co.ddns.net
33,domain,saharapcc.ddns.net
33,domain,securityupdated.com
33,domain,servhost.hopto.org
33,domain,service-avant.com
33,domain,service-eset.com
33,domain,service-essential.com
33,domain,service-explorer.com
33,domain,service-houston.com
33,domain,service-norton.com
33,domain,service-search.info
33,domain,simsoshop.com
33,domain,sipchem.ddns.net
33,domain,smtpauths.com
33,domain,smtpsync.com
33,domain,srvhost.servehttp.com
33,domain,suncocity.com
33,domain,support-newyork.com
33,domain,svcexplores.com
33,domain,syn.broadcaster.rocks
33,domain,teamnj.ddns.net
33,domain,theworldjob.org
33,domain,times-sync.com
33,domain,tokensetting.com
33,domain,trojan1117.hopto.org
33,domain,truelogon.com
33,domain,update-sec.com
33,domain,update-symantec.com
33,domain,urlmanage.com
33,domain,vinnellarabia.myftp.org
33,domain,whiteelection.com
33,domain,windowsx.sytes.net
33,domain,world-careers.org
33,domain,wwwgooglecom.sytes.net
33,domain,xtreme.hopto.org
33,domain,younesadams.ddns.net
33,domain,za158155.ddns.net
33,domain,zandelshop.com
33,domain,zeverco.com
33,ipv4,188.166.55.116:56444
33,url,http://34.101.157.124
37,domain,0member-services.hol.es
37,domain,1006ieudneu.atwebpages.com
37,domain,1980food.co.kr
37,domain,1995ieudneu.atwebpages.com
37,domain,acddesigns.com.au
37,domain,acl-medias.fr
37,domain,acount-pro.club
37,domain,acount-pro.live
37,domain,adamnews.for.ug
37,domain,admin.mobonad.com
37,domain,admin.primgs.lol
37,domain,ahnlab.check.pe.hu
37,domain,ahooc.com
37,domain,alireza.traderfree.online
37,domain,anlysis-info.xyz
37,domain,annstyle.ru
37,domain,api.jquery.services
37,domain,app-wallet.com
37,domain,app.cleanos.online
37,domain,asia-studies.net
37,domain,attachdown.000webhostapp.com
37,domain,attachdownload.000webhostapp.com
37,domain,attachdownload.99on.com
37,domain,atusay.lat
37,domain,bajut.pro
37,domain,bellissues.live
37,domain,benefitinfo.live
37,domain,benefitinfo.pro
37,domain,benefiturl.pro
37,domain,bian0151.cafe24.com
37,domain,bigfilemail.net
37,domain,bignaver.com
37,domain,bigwnet.com
37,domain,bitwoll.com
37,domain,blockochain.info
37,domain,btcaes2.duckdns.org
37,domain,busyday.atwebpages.com
37,domain,buttyfly.000webhostapp.com
37,domain,careagency.online
37,domain,carnegieinsider.com
37,domain,cdns.jquery.services
37,domain,cerebrovascular.net
37,domain,cexrout.com
37,domain,change-pw.com
37,domain,checkprofie.com
37,domain,cheth.lol
37,domain,christinadudley.com
37,domain,cleanos.online
37,domain,clonesec.us
37,domain,cloudnaver.com
37,domain,cloudocument.com
37,domain,cloudsecurityservice.net
37,domain,cloudwebappservice.com
37,domain,cndsoft.co.kr
37,domain,colorncopy.co.kr
37,domain,com-change.pw
37,domain,com-serviceround.info
37,domain,conference.outlook-offices.com
37,domain,cra-receivenow.online
37,domain,crareceive.site
37,domain,crilts.cfd
37,domain,crwellfood.com
37,domain,ctquast.com
37,domain,da3da3.duckdns.org
37,domain,daehoat.com
37,domain,dailycloudservice.com
37,domain,dailynk.us
37,domain,darklights.store
37,domain,dataviewering.com
37,domain,daum-protect.com
37,domain,daum-store.com
37,domain,daum.sytes.net
37,domain,daumhelp.net
37,domain,dauurn.net
37,domain,day-post.com
37,domain,deioncube.biz
37,domain,delivernaver.com
37,domain,delivers-security.com
37,domain,delivers-security.net
37,domain,depositurl.co
37,domain,depositurl.lat
37,domain,dialy-post.com
37,domain,diplomatictraining.com
37,domain,direct.traderfree.online
37,domain,dnsservice.esy.es
37,domain,doc-view.work
37,domain,document-package.online
37,domain,documentpackage.space
37,domain,documentpackages.link
37,domain,documentpackages.online
37,domain,documentpackages.space
37,domain,documentpackages.store
37,domain,documentserver.site
37,domain,documentviewingcom.com
37,domain,docx1.b4a.app
37,domain,dounn.net
37,domain,dovvn-mail.com
37,domain,down-drive.me
37,domain,down-error.com
37,domain,download-apks.com
37,domain,download-live.com
37,domain,downloader-hanmail.net
37,domain,drimby.top
37,domain,drivecheckingcom.com
37,domain,drog-service.com
37,domain,ebpp.airport.kr
37,domain,elearning.or.kr
37,domain,emailnaver.com
37,domain,emailru.99on.com
37,domain,ems.nps.or.kr
37,domain,encodingmail.com
37,domain,enolja.com
37,domain,factorgpu.com
37,domain,faguo.namecentless.top
37,domain,fd-com.fr
37,domain,fe01.co.kr
37,domain,file-sharing.tibet-office.com
37,domain,file.outlook-offices.com
37,domain,filedownloadserve.com
37,domain,files-download.net
37,domain,files-downloader.net
37,domain,filinvestment.com
37,domain,firefox-plug.c1.biz
37,domain,fixcool.net
37,domain,foldershareing.com
37,domain,forex.traderfree.online
37,domain,free-xmlformat.com
37,domain,gallery.jquery.services
37,domain,giath.xyz
37,domain,globalcloudservices.org
37,domain,golangapis.com
37,domain,gooapi.online
37,domain,goodmarket.or.kr
37,domain,google-acount.com
37,domain,goolg-e.com
37,domain,goolge.space
37,domain,govermentweb.site
37,domain,graphwin.com
37,domain,greenulz.com
37,domain,grip-cdns.space
37,domain,grnaeil.com
37,domain,groceryrebate.online
37,domain,groceryrebate.site
37,domain,gstaticstorage.com
37,domain,gstcreceive.online
37,domain,hanrnaii.net
37,domain,help-master.online
37,domain,help-naver.site
37,domain,help-secure.info
37,domain,helpnaver.com
37,domain,helpnaver.host
37,domain,helpnaver.link
37,domain,helpnaver.online
37,domain,helpnaver.site
37,domain,hightkdhe.store
37,domain,hl.namecentless.top
37,domain,homeatedke.store
37,domain,honess.fun
37,domain,host.sharingdocument.one
37,domain,hotrnall.com
37,domain,hpronto-login.com
37,domain,http-accounts.maingoogie.com
37,domain,https-accounts.maingoogie.com
37,domain,iblcor.cafe24.com
37,domain,iinaver.com
37,domain,image.jquery.services
37,domain,imap-login.com
37,domain,img.darklights.store
37,domain,img.mobonad.com
37,domain,img.monderhouse.space
37,domain,img.responsive.pstatic.autos
37,domain,img.smartnords.site
37,domain,img.socialteams.store
37,domain,img.worksongo.store
37,domain,inbox-yahoo.com
37,domain,influencer.jvproduccionessv.com
37,domain,instantreceive.org
37,domain,israanews.zz.com.ve
37,domain,itamaraty.net
37,domain,japanroom.com
37,domain,jlrandsons.co.uk
37,domain,jquery.services
37,domain,js.ad4949.co.kr
37,domain,js5950.cafe24.com
37,domain,jutise.fun
37,domain,kakaofilestorage.com
37,domain,kjdnc.gp114.net
37,domain,klsa.onlinewebshop.net
37,domain,kmbr1.nitesbr1.org
37,domain,knowledgeofworld.org
37,domain,koryogroup.1apps.com
37,domain,kswebdesign.eu
37,domain,labimy.ink
37,domain,lawwell.co.kr
37,domain,lh-logins.com
37,domain,lh-logs.com
37,domain,li.namecentless.top
37,domain,lin.namecentless.top
37,domain,link.b4a.app
37,domain,lit-peak-25706.herokuapp.com
37,domain,lnfo-master.com
37,domain,login-protect.club
37,domain,login-protect.online
37,domain,login-sec.com
37,domain,login-use.com
37,domain,lookyes.c1.biz
37,domain,mai1.info
37,domain,mail-down.com
37,domain,mail-master.online
37,domain,mail.apm.co.kr
37,domain,mail.dailynk.us
37,domain,mail.summitz.com
37,domain,main.dailynk.us
37,domain,maingoogie.com
37,domain,maingoogle.com
37,domain,martnews.aba.ae
37,domain,matmiho.com
37,domain,microsoft-pro.host
37,domain,microsoft-pro.live
37,domain,microsoft-pro.site
37,domain,microsoft-pro.space
37,domain,mid-service.com
37,domain,mid-service.org
37,domain,midsecurity.org
37,domain,mihomat.com
37,domain,mmksba.dyndns.org
37,domain,mmksba.simple-url.com
37,domain,mobile-analytics-d0558.web.app
37,domain,mobonad.com
37,domain,module.jquery.services
37,domain,mofa.outlook-offices.com
37,domain,mofako.com
37,domain,monderhouse.space
37,domain,ms-office.services
37,domain,ms-offices.com
37,domain,mslove.mypressonline.com
37,domain,myethrvvallet.com
37,domain,mysoftazure.com
37,domain,naerver.com
37,domain,namecentless.top
37,domain,nate-download.com
37,domain,natwpersonal-online.com
37,domain,navarar.com
37,domain,naver-file.com
37,domain,naver-storage.com
37,domain,naver.servemp3.com
37,domain,navercorp.ru
37,domain,naverhelp.com
37,domain,navermain.com
37,domain,naversecurity.us
37,domain,navuor.com
37,domain,nds1.outlook-offices.com
37,domain,nicnaver.com
37,domain,nid-login.com
37,domain,nid-naver.servehttp.com
37,domain,nid-naver.servepics.com
37,domain,nidlogon.com
37,domain,nidnaver.host
37,domain,nidnaver.press
37,domain,nidnaver.site
37,domain,nidnaver.store
37,domain,nobuay.ink
37,domain,noreply-cc.online
37,domain,noreply-goolge.com
37,domain,noreply-sec.online
37,domain,noreply-yahoo.com
37,domain,north-korea.medianewsonline.com
37,domain,novel21.co.kr
37,domain,oaass-torrent.com
37,domain,oaass.co.kr
37,domain,oebil.lat
37,domain,office.phonectrl.com
37,domain,office356-us.org
37,domain,office365-us.org
37,domain,online-manual.c1.biz
37,domain,openxmlformat.org
37,domain,outlook-offices.com
37,domain,padosori.co.kr
37,domain,philion.store
37,domain,phlogin.com
37,domain,phonectrl.com
37,domain,pieceview.club
37,domain,planar-progress.000webhostapp.com
37,domain,plifty.lat
37,domain,pokijhgcfsdfghnj.mywebcommunity.org
37,domain,ppangz.mom
37,domain,primgs.lol
37,domain,proattachfile.com
37,domain,pronto-login.info
37,domain,pstatic.autos
37,domain,pw-change.com
37,domain,qweasdzxc.mygamesonline.org
37,domain,rabadaun.com
37,domain,reader.cash
37,domain,receive.bio
37,domain,receiveinstant.online
37,domain,rentsubsidy.help
37,domain,rentsubsidy.online
37,domain,resetpolicy.com
37,domain,resetprofile.com
37,domain,responsive.pstatic.autos
37,domain,reviewer.mobi
37,domain,rfa.news
37,domain,rnaii.com
37,domain,rnail-inbox.com
37,domain,rnail-suport.site
37,domain,rnailm.com
37,domain,rneail.com
37,domain,rnicrosoft.com
37,domain,romanovawillkillyou.c1.biz
37,domain,samd1.duckdns.org
37,domain,samd2.duckdns.org
37,domain,sec-live.com
37,domain,secrityprocessing.com
37,domain,secureaction.ru
37,domain,securelevel.site
37,domain,securitedmode.com
37,domain,security-acount.info
37,domain,security-delivers.com
37,domain,security-lnfo.com
37,domain,security-nid.space
37,domain,security-pro.me
37,domain,security-pro.online
37,domain,securitycounci1report.org
37,domain,securitydownload.99on.com
37,domain,securityforcastreport.com
37,domain,securitysettings.info
37,domain,securytingmail.com
37,domain,sejonghaeun.com
37,domain,seoulhobi.biz
37,domain,servicenaver.com
37,domain,servicenidnaver.com
37,domain,set-login.com
37,domain,sgibn.cam
37,domain,sharefiles-betterbusinessbureau-upload.com
37,domain,sharefiles-betterbusinessbureau-us1.com
37,domain,sharingdocument.one
37,domain,shate.namecentless.top
37,domain,shoru.net
37,domain,show.grip-cdns.space
37,domain,silverlog.hol.es
37,domain,simple.kswebdesign.eu
37,domain,sinoforecast.com
37,domain,sklims.lat
37,domain,slider.jquery.services
37,domain,smartnords.site
37,domain,smtper.org
37,domain,socialteams.store
37,domain,softfilemanage.com
37,domain,softlay-ware.c1.biz
37,domain,sorry.duckdns.org
37,domain,sqgame.com.cn
37,domain,ssidnaver.com
37,domain,stategov.biz
37,domain,stjohns-burscough.org
37,domain,stock.jquery.services
37,domain,storage.jquery.services
37,domain,successgoo.com
37,domain,support-info.network
37,domain,svg.jquery.services
37,domain,swr.co.kr
37,domain,sync.appchecks.rr.nu
37,domain,table.jquery.services
37,domain,takemetoyouheart.c1.biz
37,domain,taketodjnfnei898.c1.biz
37,domain,taketodjnfnei898.ueuo.com
37,domain,template-openxml.com
37,domain,tes.namecentless.top
37,domain,tes1.namecentless.top
37,domain,tes2.namecentless.top
37,domain,tes3.namecentless.top
37,domain,tes4.namecentless.top
37,domain,tibet-office.com
37,domain,tinyurlinstant.co
37,domain,tksrpdl.atwebpages.com
37,domain,tosals.ink
37,domain,traderfree.online
37,domain,treeview.jquery.services
37,domain,ttt.namecentless.top
37,domain,u13448720.ct.sendgrid.net
37,domain,u19402039.ct.sendgrid.net
37,domain,u7747409.ct.sendgrid.net
37,domain,u8253848.ct.sendgrid.net
37,domain,u9810308.ct.sendgrid.net
37,domain,ui.jquery.services
37,domain,unosa.org
37,domain,uploader10klg.disk.yandex.net
37,domain,uploader1j.disk.yandex.net
37,domain,uploader77j.disk.yandex.net
37,domain,upsrv.16mb.com
37,domain,urbiusla.homes
37,domain,urldepost.co
37,domain,usrchecking.com
37,domain,verifyca.online
37,domain,vhostnetwork.com
37,domain,visiononline.store
37,domain,vmi810830.contaboserver.net
37,domain,voakorea.news
37,domain,voakoreas.com
37,domain,voipgoogle.com
37,domain,vpsino.org
37,domain,vscode-plug.c1.biz
37,domain,wallet-vahoo.com
37,domain,webhoptest.webhop.info
37,domain,webmail-googie.com
37,domain,webmail-gooqle.com
37,domain,webofknowledg.com
37,domain,wersdfxcv.mygamesonline.org
37,domain,win10-ms.c1.biz
37,domain,word-template.net
37,domain,work3.b4a.app
37,domain,worksongo.store
37,domain,xfindphoneloc.com
37,domain,xiazai.sqgame.com.cn
37,domain,xn--mcrosoft-online-hic.com
37,domain,yalnoo.com
37,domain,youngs.dgweb.kr
37,domain,yrnall.com
37,file_path,/_controller/admin/upload_sec/down.php
37,file_path,/bbs/data/cjdc/proc.php
37,file_path,/bbs/data/comb/price.php
37,file_path,/ct/data/icon/files/goal.php
37,file_path,/skin15/include/bin/forlab.php
37,file_path,/skin15/include/bin/home.php
37,file_path,artmuseums.or.kr/swfupload/fla/1.jpg
37,file_path,daily.alltop.asia/blog/article/d2.php
37,file_path,daily.alltop.asia/blog/article/del2.php
37,file_path,daily.alltop.asia/blog/article/up2.php
37,file_path,dailynk.com/wp-includes/js/jquery/jquery-migrate.min.js
37,file_path,dailynk.com/wp-includes/js/jquery/jquery.min.js
37,file_path,darvishkhan.net/wp-content/uploads/2017/06/update3.dat
37,file_path,darvishkhan.net/wp-content/uploads/2017/06/update6.dat
37,file_path,djsm.co.kr/js/20170805.hwp
37,file_path,doseoul.com/bbs/data/hnc/update.php
37,file_path,haeundaejugong.com/data/jugong/do.php
37,file_path,haeundaejugong.com/editor/chinotto/do.php
37,file_path,hnkoaa.co.kr/files/2023/12/01/win.php
37,file_path,hz11.cn/jquery-ui-1.10.4/tests/unit/widget/doc/pu.php
37,file_path,kjdnc.gp114.net/data/log/do.php
37,file_path,kumdo.org/admin/cont/do.php
37,file_path,luminix.kr/bbs/data/proc/proc.php
37,file_path,luminix.openhaja.com/bbs/data/proc1/proc.php
37,file_path,mini.gomlab.com/player/html/toast/toast_KR_N.html
37,file_path,price365.co.kr/abbi/head0.jpg
37,file_path,price365.co.kr/abbi/json/openssl.php
37,file_path,price365.co.kr/abbi/tail0.jpg
37,file_path,shacc.kr/skin/product/mid.xn--php
37,file_path,teishin.org/img/Updater.zip
37,file_path,teishin.org/treasury/resources/admin/wp-admin/attack.php
